0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.3134227395	0.0000000000	-0.5257328153	-0.0000000000	-0.6652933955	1.0000000000
0.0000000000	0.3134262562	0.0000000000	-0.5256348848	-0.0000000000	0.0000000000
0.0000000000	0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.5955190063	0.0000000000	-0.8557654023	-0.0000000000	-0.7732322216	0.7231955528
-0.0000000000	0.5955281258	-0.0000000000	-0.8556532860	0.0000000000	-0.0000000000
0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.8172472119	0.0000000000	-0.8483538628	0.0000000000	-0.2018276006	-0.3524036705
0.0000000000	0.8172663450	-0.0000000000	-0.8483883142	-0.0000000000	0.0000000000
-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.9556974173	-0.0000000000	-0.4767831564	0.0000000000	0.6233174205	-0.6656419635
0.0000000000	0.9557038546	0.0000000000	-0.4767208397	0.0000000000	-0.0000000000
-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
1.0000000000	-0.0000000000	0.1058615446	0.0000000000	1.0000000000	0.0475493409
0.0000000000	1.0000000000	0.0000000000	0.1058947966	-0.0000000000	0.0000000000
-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.9480458498	-0.0000000000	0.6706611514	-0.0000000000	0.5983617902	0.7193084955
0.0000000000	0.9480451345	0.0000000000	0.6706416607	0.0000000000	-0.0000000000
-0.0000000000	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	-0.0000000000
0.8050214648	-0.0000000000	1.0000000000	-0.0000000000	-0.2485453635	0.3734055758
0.0000000000	0.8050256968	0.0000000000	1.0000000000	0.0000000000	-0.0000000000
0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.5839123130	-0.0000000000	0.9616417289	-0.0000000000	-0.8364751935	-0.6197574139
0.0000000000	0.5839121938	0.0000000000	0.9615385532	-0.0000000000	0.0000000000
0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.3065730631	0.0000000000	0.5813083053	0.0000000000	-0.7130126357	-0.8770709038
0.0000000000	0.3065721095	-0.0000000000	0.5812233090	0.0000000000	-0.0000000000
-0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
