0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
-0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.3161529899	-0.0000000000	-0.4749211073	0.0000000000	-0.5952183008	1.0000000000
-0.0000000000	0.3161588013	-0.0000000000	-0.4747717977	0.0000000000	-0.0000000000
-0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.6003161669	-0.0000000000	-0.7747242451	0.0000000000	-0.6864523292	0.7690374851
-0.0000000000	0.6003312469	-0.0000000000	-0.7745461464	0.0000000000	-0.0000000000
-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.8223583102	-0.0000000000	-0.7621005177	0.0000000000	-0.1499181092	-0.2437901944
-0.0000000000	0.8223896623	-0.0000000000	-0.7621257305	-0.0000000000	0.0000000000
-0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.9585826993	0.0000000000	-0.3994146287	-0.0000000000	0.6392116547	-0.5439910293
-0.0000000000	0.9585933089	-0.0000000000	-0.3993141353	0.0000000000	-0.0000000000
-0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
1.0000000000	0.0000000000	0.1608648747	-0.0000000000	1.0000000000	0.0562655516
-0.0000000000	1.0000000000	0.0000000000	0.1609115601	-0.0000000000	0.0000000000
-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000
0.9461655617	0.0000000000	0.6968469620	-0.0000000000	0.6086267829	0.6108073592
-0.0000000000	0.9461643696	-0.0000000000	0.6968122721	0.0000000000	-0.0000000000
-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	-0.0000000000
0.8025201559	0.0000000000	1.0000000000	0.0000000000	-0.2067236751	0.2774652243
-0.0000000000	0.8025267124	0.0000000000	1.0000000000	0.0000000000	-0.0000000000
0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.5814914703	0.0000000000	0.9428576231	-0.0000000000	-0.7624980211	-0.6363759041
0.0000000000	0.5814910531	-0.0000000000	0.9427017570	-0.0000000000	0.0000000000
0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.3050483763	0.0000000000	0.5633312464	-0.0000000000	-0.6522693038	-0.8483624458
-0.0000000000	0.3050467670	0.0000000000	0.5632035136	0.0000000000	-0.0000000000
0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
